cas_rn,analyte_name,synonym,synonym_normalized
60-57-1,Dieldrin,"rel-(1R,2S,3S,6R,7R,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.1(3,6).0(2,7).0(9,11)]tridec-4-ene","rel-(1r,2s,3s,6r,7r,8s,9s,11r)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.1(3,6).0(2,7).0(9,11)]tridec-4-ene"
60-57-1,Dieldrin,Alvit55,alvit55
60-57-1,Dieldrin,"3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth(2,3-b)oxirene","3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth(2,3-b)oxirene"
60-57-1,Dieldrin,dieldrix,dieldrix
60-57-1,Dieldrin,"(1Aalpha,2beta,2aalpha,3beta,6beta,6aalpha,7beta,7aalpha)-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphtho(2,3-b)oxirene","(1aalpha,2beta,2aalpha,3beta,6beta,6aalpha,7beta,7aalpha)-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphtho(2,3-b)oxirene"
60-57-1,Dieldrin,"(1R,2S,3S,6R,7R,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo(6.3.1.13,6.02,7.09,11)tridec-4-ene","(1r,2s,3s,6r,7r,8s,9s,11r)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo(6.3.1.13,6.02,7.09,11)tridec-4-ene"
60-57-1,Dieldrin,"1,2,3,4,10,10-Hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-1,4-endo,exo-5,8-dimethanonaphthalene","1,2,3,4,10,10-hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-1,4-endo,exo-5,8-dimethanonaphthalene"
60-57-1,Dieldrin,"rel-(1R,2S,3S,6R,7R,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo(6.3.1.1(3,6).0(2,7).0(9,11))tridec-4-ene","rel-(1r,2s,3s,6r,7r,8s,9s,11r)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo(6.3.1.1(3,6).0(2,7).0(9,11))tridec-4-ene"
60-57-1,Dieldrin,RefChem:133328,refchem:133328
60-57-1,Dieldrin,200-484-5,200-484-5
60-57-1,Dieldrin,"endo,exo-1,2,3,4,10,10-Hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-1,4:5,8-dimethanonaphthalene","endo,exo-1,2,3,4,10,10-hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-1,4:5,8-dimethanonaphthalene"
60-57-1,Dieldrin,Quintox,quintox
60-57-1,Dieldrin,Dieldrina,dieldrina
60-57-1,Dieldrin,NCGC00244579-01,ncgc00244579-01
60-57-1,Dieldrin,"Alvit, Dieldrex","alvit, dieldrex"
60-57-1,Dieldrin,Dieldrinum,dieldrinum
60-57-1,Dieldrin,"1,2,3,4,10,10-Hexachloro-1,4,4a,5,6,7,8,8a-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene","1,2,3,4,10,10-hexachloro-1,4,4a,5,6,7,8,8a-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene"
60-57-1,Dieldrin,"1,2,3,4,10,10-Hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-endo,exo-1,4:5,8-dimethanonaphthalene","1,2,3,4,10,10-hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-endo,exo-1,4:5,8-dimethanonaphthalene"
60-57-1,Dieldrin,Dieldrine [French],dieldrine [french]
60-57-1,Dieldrin,Caswell No. 333,caswell no. 333
60-57-1,Dieldrin,Dieldrin [INN:BAN],dieldrin [inn:ban]
60-57-1,Dieldrin,Latka 497 [Czech],latka 497 [czech]
60-57-1,Dieldrin,Dieldrine [INN-French],dieldrine [inn-french]
60-57-1,Dieldrin,Dieldrine [ISO-French],dieldrine [iso-french]
60-57-1,Dieldrin,Dieldrinum [INN-Latin],dieldrinum [inn-latin]
60-57-1,Dieldrin,Dieldrina [INN-Spanish],dieldrina [inn-spanish]
60-57-1,Dieldrin,diedlrin,diedlrin
60-57-1,Dieldrin,CCRIS 233,ccris 233
60-57-1,Dieldrin,UNII-I0246D2ZS0,unii-i0246d2zs0
60-57-1,Dieldrin,HSDB 322,hsdb 322
60-57-1,Dieldrin,"(1aR,2R,2aS,3S,6R,6aR,7S,7aS)-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphtho[2,3-b]oxirene","(1ar,2r,2as,3s,6r,6ar,7s,7as)-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphtho[2,3-b]oxirene"
60-57-1,Dieldrin,NSC 8934,nsc 8934
60-57-1,Dieldrin,EINECS 200-484-5,einecs 200-484-5
60-57-1,Dieldrin,Dieldrin [BSI:ISO],dieldrin [bsi:iso]
60-57-1,Dieldrin,DIELDRIN [HSDB],dieldrin [hsdb]
60-57-1,Dieldrin,DIELDRIN [IARC],dieldrin [iarc]
60-57-1,Dieldrin,DIELDRIN [INN],dieldrin [inn]
60-57-1,Dieldrin,DIELDRIN [ISO],dieldrin [iso]
60-57-1,Dieldrin,DIELDRIN [MI],dieldrin [mi]
60-57-1,Dieldrin,HEOD [BSI:ISO],heod [bsi:iso]
60-57-1,Dieldrin,DIELDRIN [MART.],dieldrin [mart.]
60-57-1,Dieldrin,RCRA waste no. P037,rcra waste no. p037
60-57-1,Dieldrin,SCHEMBL72829,schembl72829
60-57-1,Dieldrin,CHEMBL1873703,chembl1873703
60-57-1,Dieldrin,DFBKLUNHFCTMDC-PICURKEMSA-N,dfbklunhfctmdc-picurkemsa-n
60-57-1,Dieldrin,Dieldrin [NA2761]  [Poison],dieldrin [na2761]  [poison]
60-57-1,Dieldrin,"Dieldrin, technical grade, ~90%","dieldrin, technical grade, ~90%"
60-57-1,Dieldrin,Tox21_400029,tox21_400029
60-57-1,Dieldrin,MFCD00135591,mfcd00135591
60-57-1,Dieldrin,Dieldrin 10 microg/mL in Cyclohexane,dieldrin 10 microg/ml in cyclohexane
60-57-1,Dieldrin,Dieldrin 100 microg/mL in Cyclohexane,dieldrin 100 microg/ml in cyclohexane
60-57-1,Dieldrin,Dieldrin 1000 microg/mL in n-Hexane,dieldrin 1000 microg/ml in n-hexane
60-57-1,Dieldrin,CAS-60-57-1,cas-60-57-1
60-57-1,Dieldrin,NCGC00163991-01,ncgc00163991-01
60-57-1,Dieldrin,NCGC00244579-02,ncgc00244579-02
60-57-1,Dieldrin,"(1aalpha,2beta,2aalpha,3beta,6beta,6aalpha,7beta,7aalpha)-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth(2,3-b)oxirene","(1aalpha,2beta,2aalpha,3beta,6beta,6aalpha,7beta,7aalpha)-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth(2,3-b)oxirene"
60-57-1,Dieldrin,"1,8,9,10,11,11-Hexachloro-4,5-exo epoxy-2,3-7,6-endo-2,1-7,8-exo-tetracyclo(6.2.1.1 3,6.0 2,7)dodec-9-ene","1,8,9,10,11,11-hexachloro-4,5-exo epoxy-2,3-7,6-endo-2,1-7,8-exo-tetracyclo(6.2.1.1 3,6.0 2,7)dodec-9-ene"
60-57-1,Dieldrin,"endo,exo-3,4,5,6,9,9-Hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethenapth(2,3-b)oxirene","endo,exo-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethenapth(2,3-b)oxirene"
60-57-1,Dieldrin,"Dieldrin, PESTANAL(R), analytical standard","dieldrin, pestanal(r), analytical standard"
60-57-1,Dieldrin,H0059,h0059
60-57-1,Dieldrin,NS00098501,ns00098501
60-57-1,Dieldrin,"Dieldrin, vial of 1 g, 99%, analytical standard","dieldrin, vial of 1 g, 99%, analytical standard"
60-57-1,Dieldrin,Q423992,q423992
60-57-1,Dieldrin,"1,4:5,8-Dimethanonaphthalene, 1,2,3,4,10,10-hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro, endo,exo-","1,4:5,8-dimethanonaphthalene, 1,2,3,4,10,10-hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro, endo,exo-"
72-20-8,Endrin,ENDRIN,endrin
72-20-8,Endrin,Hexadrin,hexadrin
72-20-8,Endrin,Mendrin,mendrin
72-20-8,Endrin,Nendrin,nendrin
72-20-8,Endrin,Endricol,endricol
72-20-8,Endrin,Oktanex,oktanex
72-20-8,Endrin,Endrex,endrex
72-20-8,Endrin,Stardrin,stardrin
72-20-8,Endrin,Endrine,endrine
72-20-8,Endrin,Compound 269,compound 269
72-20-8,Endrin,72-20-8,72-20-8
72-20-8,Endrin,Stardrin 20,stardrin 20
72-20-8,Endrin,Rcra waste number P051,rcra waste number p051
72-20-8,Endrin,Experimental insecticide 269,experimental insecticide 269
72-20-8,Endrin,Latka 269,latka 269
72-20-8,Endrin,OMS 197,oms 197
72-20-8,Endrin,EN 57,en 57
72-20-8,Endrin,NCI-C00157,nci-c00157
72-20-8,Endrin,"ENT 17,251","ent 17,251"
72-20-8,Endrin,DTXSID6020561,dtxsid6020561
72-20-8,Endrin,OB9NVE7YCL,ob9nve7ycl
72-20-8,Endrin,SD 3419,sd 3419
72-20-8,Endrin,"Hexachloroepoxyoctahydro-endo,endo-dimethanonaphthalene","hexachloroepoxyoctahydro-endo,endo-dimethanonaphthalene"
72-20-8,Endrin,"1,2,3,4,10,10-Hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-endo,endo-1,4:5,8-dimethanonaphthalene","1,2,3,4,10,10-hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-endo,endo-1,4:5,8-dimethanonaphthalene"
72-20-8,Endrin,DTXCID90196608,dtxcid90196608
72-20-8,Endrin,NSC-8935,nsc-8935
72-20-8,Endrin,ENT-17251,ent-17251
72-20-8,Endrin,"(1R,4S,4aS,5S,6S,7R,8R,8aR)-1,2,3,4,10,10-Hexachloro-1,4,4a,5,6,7,8,8a-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene","(1r,4s,4as,5s,6s,7r,8r,8ar)-1,2,3,4,10,10-hexachloro-1,4,4a,5,6,7,8,8a-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene"
72-20-8,Endrin,"1,2,3,4,10,10-Hexachloro-1R,4S,4aS,5S,6,7R,8R,8aR-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene","1,2,3,4,10,10-hexachloro-1r,4s,4as,5s,6,7r,8r,8ar-octahydro-6,7-epoxy-1,4:5,8-dimethanonaphthalene"
72-20-8,Endrin,"1,4:5,8-Dimethanonaphthalene, 1,2,3,4,10,10-hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-, endo,endo-","1,4:5,8-dimethanonaphthalene, 1,2,3,4,10,10-hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-, endo,endo-"
72-20-8,Endrin,"2,7:3,6-Dimethanonaphth(2,3-b)oxirene, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-, (1aalpha,2beta,2abeta,3alpha,6alpha,6abeta,7beta,7aalpha)-","2,7:3,6-dimethanonaphth(2,3-b)oxirene, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-, (1aalpha,2beta,2abeta,3alpha,6alpha,6abeta,7beta,7aalpha)-"
72-20-8,Endrin,SD-3419,sd-3419
72-20-8,Endrin,"(1AR,2R,2AR,3R,6S,6AS,7S,7AS)-REL-3,4,5,6,9,9-HEXACHLORO-1A,2,2A,3,6,6A,7,7A-OCTAHYDRO-2,7:3,6-DIMETHANONAPHTH(2,3-B)OXIRENE","(1ar,2r,2ar,3r,6s,6as,7s,7as)-rel-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth(2,3-b)oxirene"
72-20-8,Endrin,"1,2,3,4,10,10-Hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-1,4-endo,endo-5,8-dimethanonaphthalene","1,2,3,4,10,10-hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-1,4-endo,endo-5,8-dimethanonaphthalene"
72-20-8,Endrin,CHEBI:81526,chebi:81526
72-20-8,Endrin,ISODRIN EPOXIDE,isodrin epoxide
72-20-8,Endrin,RefChem:136812,refchem:136812
72-20-8,Endrin,"2,7:3,6-DIMETHANONAPHTH(2,3-b)OXIRENE, 3,4,5,6,9,9-HEXACHLORO-1a,2,2a,3,6,6a,7,7a-OCTAHYDRO-, (1aR,2R,2aR,3R,6S,6aS,7S,7aS)-rel-","2,7:3,6-dimethanonaphth(2,3-b)oxirene, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-, (1ar,2r,2ar,3r,6s,6as,7s,7as)-rel-"
72-20-8,Endrin,200-775-7,200-775-7
72-20-8,Endrin,"3,4,5,6,13,13-hexachloro-10-oxapentacyclo(6.3.1.13,6.02,7.09,11)tridec-4-ene","3,4,5,6,13,13-hexachloro-10-oxapentacyclo(6.3.1.13,6.02,7.09,11)tridec-4-ene"
72-20-8,Endrin,Endrin [ISO],endrin [iso]
72-20-8,Endrin,Endrin isomer,endrin isomer
72-20-8,Endrin,Endrin 20 EC,endrin 20 ec
72-20-8,Endrin,Endrin and metabolites,endrin and metabolites
72-20-8,Endrin,"(1R,2R,3R,6S,7S,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene","(1r,2r,3r,6s,7s,8s,9s,11r)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene"
72-20-8,Endrin,Endrine [French],endrine [french]
72-20-8,Endrin,"(1R,2S,3S,6R,7R,8S,9R,11S)-3,4,5,6,13,13-Hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene","(1r,2s,3s,6r,7r,8s,9r,11s)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene"
72-20-8,Endrin,Caswell No. 423,caswell no. 423
72-20-8,Endrin,Latka 269 [Czech],latka 269 [czech]
72-20-8,Endrin,CAS-72-20-8,cas-72-20-8
72-20-8,Endrin,SD 3419 Illoxol,sd 3419 illoxol
72-20-8,Endrin,CCRIS 276,ccris 276
72-20-8,Endrin,HSDB 198,hsdb 198
72-20-8,Endrin,UNII-OB9NVE7YCL,unii-ob9nve7ycl
72-20-8,Endrin,NSC 8935,nsc 8935
72-20-8,Endrin,EINECS 200-775-7,einecs 200-775-7
72-20-8,Endrin,"Hexachloroepoxyoctahydro-endo,endo-dimethanonapthalene","hexachloroepoxyoctahydro-endo,endo-dimethanonapthalene"
72-20-8,Endrin,RCRA waste no. D013,rcra waste no. d013
72-20-8,Endrin,RCRA waste no. P051,rcra waste no. p051
72-20-8,Endrin,EPA Pesticide Chemical Code 041601,epa pesticide chemical code 041601
72-20-8,Endrin,BRN 0091397,brn 0091397
72-20-8,Endrin,AI3-17251,ai3-17251
72-20-8,Endrin,NCGC00091352-02,ncgc00091352-02
72-20-8,Endrin,"(1aR,2R,2aR,3R,6S,6aS,7S,7aS)-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphtho[2,3-b]oxirene","(1ar,2r,2ar,3r,6s,6as,7s,7as)-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphtho[2,3-b]oxirene"
72-20-8,Endrin,"2,7:3,6-Dimethanonaphth[2,3-b]oxirene, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-, (1a.alpha.,2.beta.,2a.beta.,3.alpha.,6.alpha.,6a.beta.,7.beta.,7a.alpha.)-","2,7:3,6-dimethanonaphth[2,3-b]oxirene, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-, (1a.alpha.,2.beta.,2a.beta.,3.alpha.,6.alpha.,6a.beta.,7.beta.,7a.alpha.)-"
72-20-8,Endrin,ENDRIN [HSDB],endrin [hsdb]
72-20-8,Endrin,ENDRIN [IARC],endrin [iarc]
72-20-8,Endrin,ENDRIN [MI],endrin [mi]
72-20-8,Endrin,ENDRIN [MART.],endrin [mart.]
72-20-8,Endrin,Cmpd. 269,cmpd. 269
72-20-8,Endrin,"(1aalpha,2beta,2abeta,3alpha,6alpha,6abeta,7beta,7aalpha)-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth(2,3-b)oxirene","(1aalpha,2beta,2abeta,3alpha,6alpha,6abeta,7beta,7aalpha)-3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-2,7:3,6-dimethanonaphth(2,3-b)oxirene"
72-20-8,Endrin,"3,4,5,6,9,9-Hexachloro-1aalpha,2beta,2abeta,3alpha,6alpha,6abeta,7beta,7aalpha-octahydro-2,7:3,6-dimethanonaphth(2,3-b)oxirene","3,4,5,6,9,9-hexachloro-1aalpha,2beta,2abeta,3alpha,6alpha,6abeta,7beta,7aalpha-octahydro-2,7:3,6-dimethanonaphth(2,3-b)oxirene"
72-20-8,Endrin,4-17-00-00525 (Beilstein Handbook Reference),4-17-00-00525 (beilstein handbook reference)
72-20-8,Endrin,CHEMBL2356732,chembl2356732
72-20-8,Endrin,SCHEMBL21820798,schembl21820798
72-20-8,Endrin,Endrin 1000 microg/mL in Hexane,endrin 1000 microg/ml in hexane
72-20-8,Endrin,Endrin 10 microg/mL in Cyclohexane,endrin 10 microg/ml in cyclohexane
72-20-8,Endrin,Endrin 100 microg/mL in Isooctane,endrin 100 microg/ml in isooctane
72-20-8,Endrin,Tox21_111120,tox21_111120
72-20-8,Endrin,Tox21_300613,tox21_300613
72-20-8,Endrin,Endrin 10 microg/mL in Acetonitrile,endrin 10 microg/ml in acetonitrile
72-20-8,Endrin,NA 2761,na 2761
72-20-8,Endrin,NCGC00248106-01,ncgc00248106-01
72-20-8,Endrin,NCGC00254373-01,ncgc00254373-01
72-20-8,Endrin,NS00066941,ns00066941
72-20-8,Endrin,Q423354,q423354
72-20-8,Endrin,"1,2,3,4,10,10-HEXACHLORO-6,7-EPOXY-1,4,4A,5,6,7,8,8A-OCTAHYDRO-ENDO,ENDO-,1,4:5,8-DIMETHANONAPHTHALENE","1,2,3,4,10,10-hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-endo,endo-,1,4:5,8-dimethanonaphthalene"
72-20-8,Endrin,"1,2,3,4,10,10-Hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-endo-1,4-endo-5,8-dimethanonaphthalene","1,2,3,4,10,10-hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-endo-1,4-endo-5,8-dimethanonaphthalene"
72-20-8,Endrin,"1,2,3,4,10,10-Hexachloro-6,7-Epoxy-1,4,4a,5,6,7,8,8a-octahydro-exo-1,4-exo-5,8-dimethanonaphthalene","1,2,3,4,10,10-hexachloro-6,7-epoxy-1,4,4a,5,6,7,8,8a-octahydro-exo-1,4-exo-5,8-dimethanonaphthalene"
72-20-8,Endrin,"2,7:3,6-Dimethanonaphth(2,3-b)oxirene, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-,  (1aR,2R,2aR,3R,6S,6aS,7S,7aS)-rel-","2,7:3,6-dimethanonaphth(2,3-b)oxirene, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-,  (1ar,2r,2ar,3r,6s,6as,7s,7as)-rel-"
72-20-8,Endrin,"2,7:3,6-Dimethanonaphth[2,3-b]oxirene, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-, (1aI+/-,2I(2),2aI(2),3I+/-,6I+/-,6aI(2),7I(2),7aI+/-)-","2,7:3,6-dimethanonaphth[2,3-b]oxirene, 3,4,5,6,9,9-hexachloro-1a,2,2a,3,6,6a,7,7a-octahydro-, (1ai+/-,2i(2),2ai(2),3i+/-,6i+/-,6ai(2),7i(2),7ai+/-)-"
1024-57-3,Heptachlor Epoxide,Epoxyheptachlor,epoxyheptachlor
1024-57-3,Heptachlor Epoxide,HEPTACHLOR EPOXIDE,heptachlor epoxide
1024-57-3,Heptachlor Epoxide,1024-57-3,1024-57-3
1024-57-3,Heptachlor Epoxide,Velsicol 53-CS-17,velsicol 53-cs-17
1024-57-3,Heptachlor Epoxide,055UWF6R6I,055uwf6r6i
1024-57-3,Heptachlor Epoxide,"ENT 25,584","ent 25,584"
1024-57-3,Heptachlor Epoxide,"1,4,5,6,7,8,8-Heptachloro-2,3-epoxy-2,3,3a,4,7,7a-hexahydro-4,7-methanoindene","1,4,5,6,7,8,8-heptachloro-2,3-epoxy-2,3,3a,4,7,7a-hexahydro-4,7-methanoindene"
1024-57-3,Heptachlor Epoxide,"1,4,5,6,7,8,8-Heptachloro-2,3-epoxy-3a,4,7,7a-tetrahydro-4,7-methanoindan","1,4,5,6,7,8,8-heptachloro-2,3-epoxy-3a,4,7,7a-tetrahydro-4,7-methanoindan"
1024-57-3,Heptachlor Epoxide,"2,5-Methano-2H-oxireno(a)indene, 2,3,4,5,6,7,7-heptachlor-1a,1b,5,5a,6,6a-hexahydro-","2,5-methano-2h-oxireno(a)indene, 2,3,4,5,6,7,7-heptachlor-1a,1b,5,5a,6,6a-hexahydro-"
1024-57-3,Heptachlor Epoxide,"2,5-Methano-2H-oxireno(a)indene, 2,3,4,5,6,7,7-heptachloro-1a,1b,5,5a,6,6a-hexahydro-","2,5-methano-2h-oxireno(a)indene, 2,3,4,5,6,7,7-heptachloro-1a,1b,5,5a,6,6a-hexahydro-"
1024-57-3,Heptachlor Epoxide,"4,7-Methanoindan, 1,4,5,6,7,8,8-heptachloro-2,3-epoxy-3a,4,7,7a-tetrahydro-","4,7-methanoindan, 1,4,5,6,7,8,8-heptachloro-2,3-epoxy-3a,4,7,7a-tetrahydro-"
1024-57-3,Heptachlor Epoxide,"2,5-Methano-2H-indeno(1,2-b)oxirene, 2,3,4,5,6,7,7-heptachloro-1a,1b,5,5a,6,6a-hexahydro-, (1aalpha,1bbeta,2alpha,5alpha,5abeta,6beta,6aalpha)-","2,5-methano-2h-indeno(1,2-b)oxirene, 2,3,4,5,6,7,7-heptachloro-1a,1b,5,5a,6,6a-hexahydro-, (1aalpha,1bbeta,2alpha,5alpha,5abeta,6beta,6aalpha)-"
1024-57-3,Heptachlor Epoxide,"2,5-Methano-2H-indeno(1,2-b)oxirene, 2,3,4,5,6,7,7-heptachloro-1a,1b,5,5a,6,6a-hexahydro-,(1aR,1bS,2R,5S,5aR,6S,6aR)-rel-","2,5-methano-2h-indeno(1,2-b)oxirene, 2,3,4,5,6,7,7-heptachloro-1a,1b,5,5a,6,6a-hexahydro-,(1ar,1bs,2r,5s,5ar,6s,6ar)-rel-"
1024-57-3,Heptachlor Epoxide,"Epoxide, Heptachlor","epoxide, heptachlor"
1024-57-3,Heptachlor Epoxide,Velsicol 53CS17,velsicol 53cs17
1024-57-3,Heptachlor Epoxide,RefChem:783583,refchem:783583
1024-57-3,Heptachlor Epoxide,"1,6,8,9,10,11,11-heptachloro-4-oxatetracyclo(6.2.1.02,7.03,5)undec-9-ene","1,6,8,9,10,11,11-heptachloro-4-oxatetracyclo(6.2.1.02,7.03,5)undec-9-ene"
1024-57-3,Heptachlor Epoxide,213-831-0,213-831-0
1024-57-3,Heptachlor Epoxide,cis-Heptachlor Epoxide,cis-heptachlor epoxide
1024-57-3,Heptachlor Epoxide,DTXSID1024126,dtxsid1024126
1024-57-3,Heptachlor Epoxide,(+/-)-cis-Heptachlor epoxide,(+/-)-cis-heptachlor epoxide
1024-57-3,Heptachlor Epoxide,UNII-055UWF6R6I,unii-055uwf6r6i
1024-57-3,Heptachlor Epoxide,CCRIS 9452,ccris 9452
1024-57-3,Heptachlor Epoxide,cis-Heptachlor-exo-epoxide (isomer B),cis-heptachlor-exo-epoxide (isomer b)
1024-57-3,Heptachlor Epoxide,HSDB 6182,hsdb 6182
1024-57-3,Heptachlor Epoxide,EINECS 213-831-0,einecs 213-831-0
1024-57-3,Heptachlor Epoxide,AI3-25584,ai3-25584
1024-57-3,Heptachlor Epoxide,cis-Heptachlor-exo-epoxide (isomer B) 10 microg/mL in Cyclohexane,cis-heptachlor-exo-epoxide (isomer b) 10 microg/ml in cyclohexane
1024-57-3,Heptachlor Epoxide,cis-Heptachlor-exo-epoxide (Isomer B) 100 microg/mL in Cyclohexane,cis-heptachlor-exo-epoxide (isomer b) 100 microg/ml in cyclohexane
1024-57-3,Heptachlor Epoxide,cis-Heptachlor-exo-epoxide (Isomer B) 100 microg/mL in Methanol,cis-heptachlor-exo-epoxide (isomer b) 100 microg/ml in methanol
1024-57-3,Heptachlor Epoxide,cis-Heptachlor-exo-epoxide (isomer B) 1000 microg/mL in Toluene,cis-heptachlor-exo-epoxide (isomer b) 1000 microg/ml in toluene
1024-57-3,Heptachlor Epoxide,ZXFXBSWRVIQKOD-UOFFAGTMSA-N,zxfxbswrviqkod-uoffagtmsa-n
1024-57-3,Heptachlor Epoxide,MSK20321,msk20321
1024-57-3,Heptachlor Epoxide,FH23744,fh23744
1024-57-3,Heptachlor Epoxide,"2,3,4,5,6,7,7-Heptachloro-1a,1b,5,5a,6,6a-hexahydro-2,5-methano-2H-indeno(1,2-b)oxirene","2,3,4,5,6,7,7-heptachloro-1a,1b,5,5a,6,6a-hexahydro-2,5-methano-2h-indeno(1,2-b)oxirene"
1024-57-3,Heptachlor Epoxide,H53444,h53444
1024-57-3,Heptachlor Epoxide,Q27094563,q27094563
1024-57-3,Heptachlor Epoxide,"(1aR,1bS,2R,5S,5aR,6S,6aR)-rel-2,3,4,5,6,7,7-heptachloro-1a,1b,5,5a,6,6a-hexahydro-2,5-methano-2H-indeno[1,2-b]oxirene;(+/-)-cis-Hepta chlor epoxide;ENT 25584","(1ar,1bs,2r,5s,5ar,6s,6ar)-rel-2,3,4,5,6,7,7-heptachloro-1a,1b,5,5a,6,6a-hexahydro-2,5-methano-2h-indeno[1,2-b]oxirene;(+/-)-cis-hepta chlor epoxide;ent 25584"
1024-57-3,Heptachlor Epoxide,"2,5-METHANO-2H-INDENO(1,2-B)OXIRENE, 2,3,4,5,6,7,7-HEPTACHLORO-1A,1B,5,5A,6,6A-HEXAHYDRO-, (1AR,1BS,2R,5S,5AR,6S,6AR)-REL-","2,5-methano-2h-indeno(1,2-b)oxirene, 2,3,4,5,6,7,7-heptachloro-1a,1b,5,5a,6,6a-hexahydro-, (1ar,1bs,2r,5s,5ar,6s,6ar)-rel-"
